Date,Item,Sales (Qty),Weather,Event,Sales (Qty)_lag_1,Sales (Qty)_lag_2,Sales (Qty)_lag_3,Sales (Qty)_lag_4,Sales (Qty)_lag_5,Sales (Qty)_lag_6,Sales (Qty)_lag_7,Day of Week,Month
2023-04-17,Burger,50,Rainy,Holiday,32.0,50.0,49.0,51.0,52.0,55.0,46.0,0,4
2023-04-17,Pasta,48,Rainy,Festival,50.0,32.0,50.0,49.0,51.0,52.0,55.0,0,4
2023-04-17,Pizza,53,Rainy,Festival,48.0,50.0,32.0,50.0,49.0,51.0,52.0,0,4
2023-04-17,Pizza,43,Cloudy,None,53.0,48.0,50.0,32.0,50.0,49.0,51.0,0,4
2023-04-17,Pasta,51,Cloudy,None,43.0,53.0,48.0,50.0,32.0,50.0,49.0,0,4
2023-04-17,Pizza,46,Sunny,Festival,51.0,43.0,53.0,48.0,50.0,32.0,50.0,0,4
2023-04-17,Pizza,46,Sunny,Festival,46.0,51.0,43.0,53.0,48.0,50.0,32.0,0,4
2023-04-17,Pizza,45,Cloudy,Festival,46.0,46.0,51.0,43.0,53.0,48.0,50.0,0,4
2023-04-17,Burger,63,Sunny,Festival,45.0,46.0,46.0,51.0,43.0,53.0,48.0,0,4
2023-04-17,Pizza,45,Sunny,Holiday,63.0,45.0,46.0,46.0,51.0,43.0,53.0,0,4
2023-04-17,Pizza,60,Rainy,None,45.0,63.0,45.0,46.0,46.0,51.0,43.0,0,4
2023-04-17,Pizza,39,Cloudy,None,60.0,45.0,63.0,45.0,46.0,46.0,51.0,0,4
2023-04-17,Burger,45,Cloudy,None,39.0,60.0,45.0,63.0,45.0,46.0,46.0,0,4
2023-04-17,Pasta,51,Rainy,Holiday,45.0,39.0,60.0,45.0,63.0,45.0,46.0,0,4
2023-04-17,Pizza,34,Cloudy,Holiday,51.0,45.0,39.0,60.0,45.0,63.0,45.0,0,4
2023-04-17,Pasta,56,Rainy,Holiday,34.0,51.0,45.0,39.0,60.0,45.0,63.0,0,4
2023-04-17,Pasta,59,Rainy,Holiday,56.0,34.0,51.0,45.0,39.0,60.0,45.0,0,4
2023-04-17,Burger,53,Sunny,None,59.0,56.0,34.0,51.0,45.0,39.0,60.0,0,4
2023-04-17,Pasta,43,Cloudy,None,53.0,59.0,56.0,34.0,51.0,45.0,39.0,0,4
2023-04-17,Pizza,56,Cloudy,None,43.0,53.0,59.0,56.0,34.0,51.0,45.0,0,4
2023-04-17,Burger,34,Rainy,Holiday,56.0,43.0,53.0,59.0,56.0,34.0,51.0,0,4
2023-04-17,Pasta,50,Rainy,Holiday,34.0,56.0,43.0,53.0,59.0,56.0,34.0,0,4
2023-04-17,Burger,53,Cloudy,Festival,50.0,34.0,56.0,43.0,53.0,59.0,56.0,0,4
2023-04-17,Pasta,63,Sunny,Festival,53.0,50.0,34.0,56.0,43.0,53.0,59.0,0,4
2023-04-17,Pizza,59,Cloudy,Festival,63.0,53.0,50.0,34.0,56.0,43.0,53.0,0,4
2023-04-18,Pizza,47,Rainy,Holiday,59.0,63.0,53.0,50.0,34.0,56.0,43.0,1,4
2023-04-18,Burger,52,Sunny,Holiday,47.0,59.0,63.0,53.0,50.0,34.0,56.0,1,4
2023-04-18,Pizza,54,Sunny,None,52.0,47.0,59.0,63.0,53.0,50.0,34.0,1,4
2023-04-18,Burger,50,Sunny,None,54.0,52.0,47.0,59.0,63.0,53.0,50.0,1,4
2023-04-18,Pizza,42,Sunny,Holiday,50.0,54.0,52.0,47.0,59.0,63.0,53.0,1,4
2023-04-18,Pasta,40,Sunny,Holiday,42.0,50.0,54.0,52.0,47.0,59.0,63.0,1,4
2023-04-18,Pasta,53,Rainy,Holiday,40.0,42.0,50.0,54.0,52.0,47.0,59.0,1,4
2023-04-18,Pizza,62,Rainy,None,53.0,40.0,42.0,50.0,54.0,52.0,47.0,1,4
2023-04-18,Pasta,48,Sunny,None,62.0,53.0,40.0,42.0,50.0,54.0,52.0,1,4
2023-04-18,Burger,49,Cloudy,Holiday,48.0,62.0,53.0,40.0,42.0,50.0,54.0,1,4
2023-04-18,Pasta,52,Sunny,Holiday,49.0,48.0,62.0,53.0,40.0,42.0,50.0,1,4
2023-04-18,Burger,41,Rainy,Holiday,52.0,49.0,48.0,62.0,53.0,40.0,42.0,1,4
2023-04-18,Burger,43,Cloudy,Holiday,41.0,52.0,49.0,48.0,62.0,53.0,40.0,1,4
2023-04-18,Pasta,50,Cloudy,Holiday,43.0,41.0,52.0,49.0,48.0,62.0,53.0,1,4
2023-04-18,Pasta,48,Cloudy,Festival,50.0,43.0,41.0,52.0,49.0,48.0,62.0,1,4
2023-04-18,Burger,41,Rainy,Holiday,48.0,50.0,43.0,41.0,52.0,49.0,48.0,1,4
2023-04-18,Pasta,51,Cloudy,None,41.0,48.0,50.0,43.0,41.0,52.0,49.0,1,4
2023-04-18,Burger,55,Rainy,None,51.0,41.0,48.0,50.0,43.0,41.0,52.0,1,4
2023-04-18,Pasta,53,Sunny,None,55.0,51.0,41.0,48.0,50.0,43.0,41.0,1,4
2023-04-18,Pizza,43,Sunny,None,53.0,55.0,51.0,41.0,48.0,50.0,43.0,1,4
2023-04-18,Pasta,46,Cloudy,Holiday,43.0,53.0,55.0,51.0,41.0,48.0,50.0,1,4
2023-04-18,Pasta,57,Cloudy,None,46.0,43.0,53.0,55.0,51.0,41.0,48.0,1,4
2023-04-18,Pasta,45,Cloudy,Holiday,57.0,46.0,43.0,53.0,55.0,51.0,41.0,1,4
2023-04-18,Pizza,61,Rainy,Festival,45.0,57.0,46.0,43.0,53.0,55.0,51.0,1,4
2023-04-18,Pasta,51,Rainy,Festival,61.0,45.0,57.0,46.0,43.0,53.0,55.0,1,4
2023-04-18,Burger,55,Sunny,Festival,51.0,61.0,45.0,57.0,46.0,43.0,53.0,1,4
2023-04-18,Pasta,61,Rainy,Festival,55.0,51.0,61.0,45.0,57.0,46.0,43.0,1,4
2023-04-18,Pasta,49,Cloudy,Holiday,61.0,55.0,51.0,61.0,45.0,57.0,46.0,1,4
2023-04-18,Pasta,55,Rainy,Holiday,49.0,61.0,55.0,51.0,61.0,45.0,57.0,1,4
2023-04-18,Pizza,42,Cloudy,Festival,55.0,49.0,61.0,55.0,51.0,61.0,45.0,1,4
2023-04-18,Burger,48,Rainy,Festival,42.0,55.0,49.0,61.0,55.0,51.0,61.0,1,4
2023-04-18,Pizza,46,Cloudy,None,48.0,42.0,55.0,49.0,61.0,55.0,51.0,1,4
2023-04-18,Burger,46,Sunny,Festival,46.0,48.0,42.0,55.0,49.0,61.0,55.0,1,4
2023-04-18,Burger,50,Sunny,None,46.0,46.0,48.0,42.0,55.0,49.0,61.0,1,4
2023-04-18,Pasta,42,Cloudy,None,50.0,46.0,46.0,48.0,42.0,55.0,49.0,1,4
2023-04-18,Burger,51,Sunny,None,42.0,50.0,46.0,46.0,48.0,42.0,55.0,1,4
2023-04-18,Pasta,50,Sunny,None,51.0,42.0,50.0,46.0,46.0,48.0,42.0,1,4
2023-04-18,Pizza,43,Cloudy,None,50.0,51.0,42.0,50.0,46.0,46.0,48.0,1,4
2023-04-18,Burger,60,Sunny,Festival,43.0,50.0,51.0,42.0,50.0,46.0,46.0,1,4
2023-04-18,Pizza,43,Sunny,Holiday,60.0,43.0,50.0,51.0,42.0,50.0,46.0,1,4
2023-04-18,Burger,60,Rainy,Holiday,43.0,60.0,43.0,50.0,51.0,42.0,50.0,1,4
2023-04-18,Pizza,42,Sunny,Festival,60.0,43.0,60.0,43.0,50.0,51.0,42.0,1,4
2023-04-18,Pizza,40,Rainy,Holiday,42.0,60.0,43.0,60.0,43.0,50.0,51.0,1,4
2023-04-18,Burger,55,Rainy,None,40.0,42.0,60.0,43.0,60.0,43.0,50.0,1,4
2023-04-18,Pizza,47,Rainy,None,55.0,40.0,42.0,60.0,43.0,60.0,43.0,1,4
2023-04-18,Pizza,47,Rainy,Holiday,47.0,55.0,40.0,42.0,60.0,43.0,60.0,1,4
2023-04-18,Pizza,55,Cloudy,Festival,47.0,47.0,55.0,40.0,42.0,60.0,43.0,1,4
2023-04-18,Pasta,47,Cloudy,Holiday,55.0,47.0,47.0,55.0,40.0,42.0,60.0,1,4
2023-04-18,Pasta,53,Rainy,Festival,47.0,55.0,47.0,47.0,55.0,40.0,42.0,1,4
2023-04-18,Burger,47,Sunny,None,53.0,47.0,55.0,47.0,47.0,55.0,40.0,1,4
2023-04-18,Pasta,51,Cloudy,Holiday,47.0,53.0,47.0,55.0,47.0,47.0,55.0,1,4
2023-04-18,Burger,56,Rainy,Festival,51.0,47.0,53.0,47.0,55.0,47.0,47.0,1,4
2023-04-19,Pasta,55,Cloudy,Holiday,56.0,51.0,47.0,53.0,47.0,55.0,47.0,2,4
2023-04-19,Pasta,54,Sunny,None,55.0,56.0,51.0,47.0,53.0,47.0,55.0,2,4
2023-04-19,Burger,53,Cloudy,None,54.0,55.0,56.0,51.0,47.0,53.0,47.0,2,4
2023-04-19,Burger,41,Rainy,Festival,53.0,54.0,55.0,56.0,51.0,47.0,53.0,2,4
2023-04-19,Pizza,51,Sunny,None,41.0,53.0,54.0,55.0,56.0,51.0,47.0,2,4
2023-04-19,Burger,61,Cloudy,None,51.0,41.0,53.0,54.0,55.0,56.0,51.0,2,4
2023-04-19,Burger,55,Cloudy,Festival,61.0,51.0,41.0,53.0,54.0,55.0,56.0,2,4
2023-04-19,Pasta,40,Sunny,None,55.0,61.0,51.0,41.0,53.0,54.0,55.0,2,4
2023-04-19,Burger,50,Sunny,Festival,40.0,55.0,61.0,51.0,41.0,53.0,54.0,2,4
2023-04-19,Burger,54,Cloudy,Holiday,50.0,40.0,55.0,61.0,51.0,41.0,53.0,2,4
2023-04-19,Burger,42,Sunny,Festival,54.0,50.0,40.0,55.0,61.0,51.0,41.0,2,4
2023-04-19,Pasta,43,Sunny,None,42.0,54.0,50.0,40.0,55.0,61.0,51.0,2,4
2023-04-19,Pasta,51,Rainy,Festival,43.0,42.0,54.0,50.0,40.0,55.0,61.0,2,4
2023-04-19,Burger,52,Cloudy,None,51.0,43.0,42.0,54.0,50.0,40.0,55.0,2,4
2023-04-19,Pizza,68,Rainy,Festival,52.0,51.0,43.0,42.0,54.0,50.0,40.0,2,4
2023-04-19,Pasta,50,Sunny,Holiday,68.0,52.0,51.0,43.0,42.0,54.0,50.0,2,4
2023-04-19,Pasta,61,Cloudy,Holiday,50.0,68.0,52.0,51.0,43.0,42.0,54.0,2,4
2023-04-19,Pasta,45,Sunny,Holiday,61.0,50.0,68.0,52.0,51.0,43.0,42.0,2,4
2023-04-19,Pasta,46,Cloudy,Holiday,45.0,61.0,50.0,68.0,52.0,51.0,43.0,2,4
2023-04-19,Burger,53,Cloudy,None,46.0,45.0,61.0,50.0,68.0,52.0,51.0,2,4
2023-04-19,Pizza,53,Rainy,None,53.0,46.0,45.0,61.0,50.0,68.0,52.0,2,4
2023-04-19,Pizza,55,Rainy,Holiday,53.0,53.0,46.0,45.0,61.0,50.0,68.0,2,4
2023-04-19,Pasta,41,Cloudy,Holiday,55.0,53.0,53.0,46.0,45.0,61.0,50.0,2,4
2023-04-19,Pizza,54,Cloudy,None,41.0,55.0,53.0,53.0,46.0,45.0,61.0,2,4
2023-04-19,Pasta,43,Cloudy,None,54.0,41.0,55.0,53.0,53.0,46.0,45.0,2,4
2023-04-19,Pasta,63,Rainy,None,43.0,54.0,41.0,55.0,53.0,53.0,46.0,2,4
2023-04-19,Pasta,52,Rainy,Holiday,63.0,43.0,54.0,41.0,55.0,53.0,53.0,2,4
2023-04-19,Burger,53,Sunny,None,52.0,63.0,43.0,54.0,41.0,55.0,53.0,2,4
2023-04-19,Pasta,54,Cloudy,None,53.0,52.0,63.0,43.0,54.0,41.0,55.0,2,4
2023-04-19,Pasta,64,Rainy,None,54.0,53.0,52.0,63.0,43.0,54.0,41.0,2,4
2023-04-19,Pasta,48,Sunny,None,64.0,54.0,53.0,52.0,63.0,43.0,54.0,2,4
2023-04-19,Pizza,46,Sunny,Festival,48.0,64.0,54.0,53.0,52.0,63.0,43.0,2,4
2023-04-19,Pizza,56,Sunny,Festival,46.0,48.0,64.0,54.0,53.0,52.0,63.0,2,4
2023-04-19,Burger,45,Sunny,Holiday,56.0,46.0,48.0,64.0,54.0,53.0,52.0,2,4
2023-04-19,Pasta,53,Sunny,None,45.0,56.0,46.0,48.0,64.0,54.0,53.0,2,4
2023-04-19,Pizza,46,Cloudy,Festival,53.0,45.0,56.0,46.0,48.0,64.0,54.0,2,4
2023-04-19,Pasta,57,Rainy,Festival,46.0,53.0,45.0,56.0,46.0,48.0,64.0,2,4
2023-04-19,Pasta,54,Rainy,None,57.0,46.0,53.0,45.0,56.0,46.0,48.0,2,4
2023-04-19,Pasta,44,Cloudy,None,54.0,57.0,46.0,53.0,45.0,56.0,46.0,2,4
2023-04-19,Burger,54,Sunny,None,44.0,54.0,57.0,46.0,53.0,45.0,56.0,2,4
2023-04-19,Pasta,52,Rainy,Holiday,54.0,44.0,54.0,57.0,46.0,53.0,45.0,2,4
2023-04-19,Pasta,57,Cloudy,None,52.0,54.0,44.0,54.0,57.0,46.0,53.0,2,4
2023-04-19,Burger,47,Cloudy,None,57.0,52.0,54.0,44.0,54.0,57.0,46.0,2,4
2023-04-19,Burger,40,Sunny,Holiday,47.0,57.0,52.0,54.0,44.0,54.0,57.0,2,4
2023-04-19,Pasta,47,Cloudy,Festival,40.0,47.0,57.0,52.0,54.0,44.0,54.0,2,4
2023-04-19,Burger,56,Cloudy,Festival,47.0,40.0,47.0,57.0,52.0,54.0,44.0,2,4
2023-04-19,Pasta,52,Sunny,Festival,56.0,47.0,40.0,47.0,57.0,52.0,54.0,2,4
2023-04-19,Burger,53,Sunny,Festival,52.0,56.0,47.0,40.0,47.0,57.0,52.0,2,4
2023-04-19,Pasta,49,Rainy,Holiday,53.0,52.0,56.0,47.0,40.0,47.0,57.0,2,4
2023-04-19,Pasta,48,Rainy,Holiday,49.0,53.0,52.0,56.0,47.0,40.0,47.0,2,4
2023-04-19,Burger,52,Rainy,Festival,48.0,49.0,53.0,52.0,56.0,47.0,40.0,2,4
2023-04-19,Pasta,51,Sunny,None,52.0,48.0,49.0,53.0,52.0,56.0,47.0,2,4
2023-04-20,Pasta,44,Sunny,Festival,51.0,52.0,48.0,49.0,53.0,52.0,56.0,3,4
2023-04-20,Pizza,60,Sunny,Festival,44.0,51.0,52.0,48.0,49.0,53.0,52.0,3,4
2023-04-20,Pasta,49,Rainy,Holiday,60.0,44.0,51.0,52.0,48.0,49.0,53.0,3,4
2023-04-20,Burger,45,Cloudy,Holiday,49.0,60.0,44.0,51.0,52.0,48.0,49.0,3,4
2023-04-20,Burger,49,Cloudy,Festival,45.0,49.0,60.0,44.0,51.0,52.0,48.0,3,4
2023-04-20,Pasta,49,Cloudy,None,49.0,45.0,49.0,60.0,44.0,51.0,52.0,3,4
2023-04-20,Pasta,51,Sunny,Festival,49.0,49.0,45.0,49.0,60.0,44.0,51.0,3,4
2023-04-20,Pasta,43,Cloudy,Holiday,51.0,49.0,49.0,45.0,49.0,60.0,44.0,3,4
2023-04-20,Pizza,39,Sunny,Holiday,43.0,51.0,49.0,49.0,45.0,49.0,60.0,3,4
2023-04-20,Pasta,49,Cloudy,Holiday,39.0,43.0,51.0,49.0,49.0,45.0,49.0,3,4
2023-04-20,Pizza,56,Sunny,Festival,49.0,39.0,43.0,51.0,49.0,49.0,45.0,3,4
2023-04-20,Burger,51,Rainy,Holiday,56.0,49.0,39.0,43.0,51.0,49.0,49.0,3,4
2023-04-20,Pizza,50,Rainy,Festival,51.0,56.0,49.0,39.0,43.0,51.0,49.0,3,4
2023-04-20,Burger,47,Sunny,None,50.0,51.0,56.0,49.0,39.0,43.0,51.0,3,4
2023-04-20,Pasta,55,Rainy,None,47.0,50.0,51.0,56.0,49.0,39.0,43.0,3,4
2023-04-20,Burger,53,Rainy,Festival,55.0,47.0,50.0,51.0,56.0,49.0,39.0,3,4
2023-04-20,Pasta,45,Rainy,Festival,53.0,55.0,47.0,50.0,51.0,56.0,49.0,3,4
2023-04-20,Pasta,53,Rainy,Holiday,45.0,53.0,55.0,47.0,50.0,51.0,56.0,3,4
2023-04-20,Burger,57,Sunny,Festival,53.0,45.0,53.0,55.0,47.0,50.0,51.0,3,4
2023-04-20,Pasta,54,Rainy,Holiday,57.0,53.0,45.0,53.0,55.0,47.0,50.0,3,4
2023-04-20,Pizza,58,Rainy,Festival,54.0,57.0,53.0,45.0,53.0,55.0,47.0,3,4
2023-04-20,Pizza,54,Cloudy,Festival,58.0,54.0,57.0,53.0,45.0,53.0,55.0,3,4
2023-04-20,Pasta,56,Rainy,Holiday,54.0,58.0,54.0,57.0,53.0,45.0,53.0,3,4
2023-04-20,Pasta,54,Rainy,Festival,56.0,54.0,58.0,54.0,57.0,53.0,45.0,3,4
2023-04-20,Burger,50,Rainy,None,54.0,56.0,54.0,58.0,54.0,57.0,53.0,3,4
2023-04-20,Pasta,47,Rainy,Festival,50.0,54.0,56.0,54.0,58.0,54.0,57.0,3,4
2023-04-20,Pizza,65,Cloudy,Festival,47.0,50.0,54.0,56.0,54.0,58.0,54.0,3,4
2023-04-20,Burger,49,Sunny,Holiday,65.0,47.0,50.0,54.0,56.0,54.0,58.0,3,4
2023-04-20,Burger,48,Cloudy,Festival,49.0,65.0,47.0,50.0,54.0,56.0,54.0,3,4
2023-04-20,Burger,60,Cloudy,Holiday,48.0,49.0,65.0,47.0,50.0,54.0,56.0,3,4
2023-04-20,Pizza,57,Rainy,None,60.0,48.0,49.0,65.0,47.0,50.0,54.0,3,4
2023-04-20,Burger,56,Sunny,None,57.0,60.0,48.0,49.0,65.0,47.0,50.0,3,4
2023-04-20,Burger,51,Sunny,Festival,56.0,57.0,60.0,48.0,49.0,65.0,47.0,3,4
2023-04-20,Pizza,58,Sunny,Holiday,51.0,56.0,57.0,60.0,48.0,49.0,65.0,3,4
2023-04-20,Burger,50,Sunny,Festival,58.0,51.0,56.0,57.0,60.0,48.0,49.0,3,4
2023-04-20,Pizza,54,Sunny,None,50.0,58.0,51.0,56.0,57.0,60.0,48.0,3,4
2023-04-21,Pizza,48,Cloudy,None,54.0,50.0,58.0,51.0,56.0,57.0,60.0,4,4
2023-04-21,Burger,45,Cloudy,Holiday,48.0,54.0,50.0,58.0,51.0,56.0,57.0,4,4
2023-04-21,Pasta,49,Rainy,Festival,45.0,48.0,54.0,50.0,58.0,51.0,56.0,4,4
2023-04-21,Burger,55,Cloudy,Festival,49.0,45.0,48.0,54.0,50.0,58.0,51.0,4,4
2023-04-21,Pizza,61,Sunny,None,55.0,49.0,45.0,48.0,54.0,50.0,58.0,4,4
2023-04-21,Burger,45,Sunny,None,61.0,55.0,49.0,45.0,48.0,54.0,50.0,4,4
2023-04-21,Burger,50,Cloudy,Festival,45.0,61.0,55.0,49.0,45.0,48.0,54.0,4,4
2023-04-21,Pizza,58,Cloudy,None,50.0,45.0,61.0,55.0,49.0,45.0,48.0,4,4
2023-04-21,Pasta,42,Rainy,Festival,58.0,50.0,45.0,61.0,55.0,49.0,45.0,4,4
2023-04-21,Pasta,42,Sunny,None,42.0,58.0,50.0,45.0,61.0,55.0,49.0,4,4
2023-04-21,Burger,56,Rainy,Holiday,42.0,42.0,58.0,50.0,45.0,61.0,55.0,4,4
2023-04-21,Pizza,42,Sunny,Holiday,56.0,42.0,42.0,58.0,50.0,45.0,61.0,4,4
2023-04-21,Burger,58,Rainy,Festival,42.0,56.0,42.0,42.0,58.0,50.0,45.0,4,4
2023-04-21,Pizza,54,Sunny,None,58.0,42.0,56.0,42.0,42.0,58.0,50.0,4,4
2023-04-21,Burger,54,Cloudy,Festival,54.0,58.0,42.0,56.0,42.0,42.0,58.0,4,4
2023-04-21,Burger,44,Cloudy,Festival,54.0,54.0,58.0,42.0,56.0,42.0,42.0,4,4
2023-04-21,Pasta,57,Rainy,Holiday,44.0,54.0,54.0,58.0,42.0,56.0,42.0,4,4
2023-04-21,Pizza,57,Sunny,None,57.0,44.0,54.0,54.0,58.0,42.0,56.0,4,4
2023-04-21,Pasta,46,Sunny,Festival,57.0,57.0,44.0,54.0,54.0,58.0,42.0,4,4
2023-04-21,Pasta,61,Rainy,None,46.0,57.0,57.0,44.0,54.0,54.0,58.0,4,4
2023-04-21,Pizza,43,Cloudy,Festival,61.0,46.0,57.0,57.0,44.0,54.0,54.0,4,4
2023-04-21,Pasta,31,Sunny,Festival,43.0,61.0,46.0,57.0,57.0,44.0,54.0,4,4
2023-04-21,Pizza,29,Cloudy,None,31.0,43.0,61.0,46.0,57.0,57.0,44.0,4,4
2023-04-21,Burger,54,Sunny,Holiday,29.0,31.0,43.0,61.0,46.0,57.0,57.0,4,4
2023-04-21,Burger,57,Cloudy,Festival,54.0,29.0,31.0,43.0,61.0,46.0,57.0,4,4
2023-04-21,Burger,67,Rainy,Festival,57.0,54.0,29.0,31.0,43.0,61.0,46.0,4,4
2023-04-21,Pizza,47,Rainy,Holiday,67.0,57.0,54.0,29.0,31.0,43.0,61.0,4,4
2023-04-21,Burger,48,Rainy,Holiday,47.0,67.0,57.0,54.0,29.0,31.0,43.0,4,4
2023-04-21,Pizza,60,Cloudy,None,48.0,47.0,67.0,57.0,54.0,29.0,31.0,4,4
2023-04-21,Burger,55,Rainy,Holiday,60.0,48.0,47.0,67.0,57.0,54.0,29.0,4,4
2023-04-21,Pasta,32,Rainy,None,55.0,60.0,48.0,47.0,67.0,57.0,54.0,4,4
2023-04-21,Pizza,41,Cloudy,Holiday,32.0,55.0,60.0,48.0,47.0,67.0,57.0,4,4
2023-04-21,Pizza,45,Cloudy,None,41.0,32.0,55.0,60.0,48.0,47.0,67.0,4,4
2023-04-21,Burger,45,Sunny,Holiday,45.0,41.0,32.0,55.0,60.0,48.0,47.0,4,4
2023-04-21,Burger,63,Rainy,None,45.0,45.0,41.0,32.0,55.0,60.0,48.0,4,4
2023-04-21,Burger,48,Cloudy,Festival,63.0,45.0,45.0,41.0,32.0,55.0,60.0,4,4
2023-04-21,Pizza,52,Sunny,Holiday,48.0,63.0,45.0,45.0,41.0,32.0,55.0,4,4
2023-04-21,Pasta,46,Cloudy,Holiday,52.0,48.0,63.0,45.0,45.0,41.0,32.0,4,4
2023-04-21,Burger,46,Sunny,Festival,46.0,52.0,48.0,63.0,45.0,45.0,41.0,4,4
2023-04-21,Pizza,37,Cloudy,Festival,46.0,46.0,52.0,48.0,63.0,45.0,45.0,4,4
2023-04-21,Pasta,49,Rainy,Festival,37.0,46.0,46.0,52.0,48.0,63.0,45.0,4,4
2023-04-21,Burger,49,Rainy,Festival,49.0,37.0,46.0,46.0,52.0,48.0,63.0,4,4
2023-04-21,Pasta,64,Cloudy,None,49.0,49.0,37.0,46.0,46.0,52.0,48.0,4,4
2023-04-21,Pizza,54,Rainy,Festival,64.0,49.0,49.0,37.0,46.0,46.0,52.0,4,4
2023-04-21,Burger,46,Rainy,Festival,54.0,64.0,49.0,49.0,37.0,46.0,46.0,4,4
2023-04-21,Burger,43,Cloudy,Holiday,46.0,54.0,64.0,49.0,49.0,37.0,46.0,4,4
2023-04-21,Pizza,50,Sunny,None,43.0,46.0,54.0,64.0,49.0,49.0,37.0,4,4
2023-04-21,Pasta,44,Cloudy,Festival,50.0,43.0,46.0,54.0,64.0,49.0,49.0,4,4
2023-04-21,Pizza,55,Cloudy,Holiday,44.0,50.0,43.0,46.0,54.0,64.0,49.0,4,4
2023-04-21,Pasta,39,Sunny,Holiday,55.0,44.0,50.0,43.0,46.0,54.0,64.0,4,4
2023-04-21,Pasta,42,Cloudy,Holiday,39.0,55.0,44.0,50.0,43.0,46.0,54.0,4,4
2023-04-21,Pasta,44,Rainy,Festival,42.0,39.0,55.0,44.0,50.0,43.0,46.0,4,4
2023-04-21,Burger,58,Sunny,None,44.0,42.0,39.0,55.0,44.0,50.0,43.0,4,4
2023-04-21,Pasta,58,Rainy,Festival,58.0,44.0,42.0,39.0,55.0,44.0,50.0,4,4
2023-04-22,Pasta,55,Sunny,Festival,58.0,58.0,44.0,42.0,39.0,55.0,44.0,5,4
2023-04-22,Burger,51,Sunny,None,55.0,58.0,58.0,44.0,42.0,39.0,55.0,5,4
2023-04-22,Pasta,58,Cloudy,Festival,51.0,55.0,58.0,58.0,44.0,42.0,39.0,5,4
2023-04-22,Pasta,42,Rainy,Holiday,58.0,51.0,55.0,58.0,58.0,44.0,42.0,5,4
2023-04-22,Pizza,39,Cloudy,Holiday,42.0,58.0,51.0,55.0,58.0,58.0,44.0,5,4
2023-04-22,Pasta,49,Sunny,None,39.0,42.0,58.0,51.0,55.0,58.0,58.0,5,4
2023-04-22,Burger,41,Rainy,Festival,49.0,39.0,42.0,58.0,51.0,55.0,58.0,5,4
2023-04-22,Pizza,43,Cloudy,None,41.0,49.0,39.0,42.0,58.0,51.0,55.0,5,4
2023-04-22,Pizza,54,Rainy,Holiday,43.0,41.0,49.0,39.0,42.0,58.0,51.0,5,4
2023-04-22,Pasta,42,Sunny,Holiday,54.0,43.0,41.0,49.0,39.0,42.0,58.0,5,4
2023-04-22,Pizza,53,Cloudy,None,42.0,54.0,43.0,41.0,49.0,39.0,42.0,5,4
2023-04-22,Pizza,57,Sunny,Holiday,53.0,42.0,54.0,43.0,41.0,49.0,39.0,5,4
2023-04-22,Pizza,64,Sunny,Holiday,57.0,53.0,42.0,54.0,43.0,41.0,49.0,5,4
2023-04-22,Pizza,65,Sunny,Festival,64.0,57.0,53.0,42.0,54.0,43.0,41.0,5,4
2023-04-22,Burger,46,Rainy,Holiday,65.0,64.0,57.0,53.0,42.0,54.0,43.0,5,4
2023-04-22,Burger,57,Sunny,None,46.0,65.0,64.0,57.0,53.0,42.0,54.0,5,4
2023-04-22,Burger,52,Sunny,Festival,57.0,46.0,65.0,64.0,57.0,53.0,42.0,5,4
2023-04-22,Burger,32,Rainy,None,52.0,57.0,46.0,65.0,64.0,57.0,53.0,5,4
2023-04-22,Pizza,57,Rainy,Holiday,32.0,52.0,57.0,46.0,65.0,64.0,57.0,5,4
2023-04-22,Pasta,51,Cloudy,None,57.0,32.0,52.0,57.0,46.0,65.0,64.0,5,4
2023-04-22,Burger,53,Sunny,Festival,51.0,57.0,32.0,52.0,57.0,46.0,65.0,5,4
2023-04-22,Pizza,53,Rainy,Holiday,53.0,51.0,57.0,32.0,52.0,57.0,46.0,5,4
2023-04-22,Burger,42,Sunny,Festival,53.0,53.0,51.0,57.0,32.0,52.0,57.0,5,4
2023-04-22,Burger,61,Cloudy,Holiday,42.0,53.0,53.0,51.0,57.0,32.0,52.0,5,4
2023-04-22,Pizza,43,Cloudy,Festival,61.0,42.0,53.0,53.0,51.0,57.0,32.0,5,4
2023-04-22,Burger,47,Cloudy,Holiday,43.0,61.0,42.0,53.0,53.0,51.0,57.0,5,4
2023-04-22,Burger,57,Sunny,None,47.0,43.0,61.0,42.0,53.0,53.0,51.0,5,4
2023-04-22,Pasta,39,Sunny,Holiday,57.0,47.0,43.0,61.0,42.0,53.0,53.0,5,4
2023-04-22,Burger,48,Cloudy,None,39.0,57.0,47.0,43.0,61.0,42.0,53.0,5,4
2023-04-22,Pizza,45,Rainy,None,48.0,39.0,57.0,47.0,43.0,61.0,42.0,5,4
2023-04-22,Pasta,44,Cloudy,Festival,45.0,48.0,39.0,57.0,47.0,43.0,61.0,5,4
2023-04-22,Pizza,40,Rainy,Festival,44.0,45.0,48.0,39.0,57.0,47.0,43.0,5,4
2023-04-22,Burger,53,Rainy,Festival,40.0,44.0,45.0,48.0,39.0,57.0,47.0,5,4
2023-04-22,Pizza,49,Cloudy,None,53.0,40.0,44.0,45.0,48.0,39.0,57.0,5,4
